ShipmentKey,DateKey,VehicleKey,DriverKey,TotalWeightKg,FreightCost
721,20240428,17,34,1996.28,670.36
722,20241231,83,63,3201.47,1119.39
723,20230711,55,31,14746.74,1171.01
724,20251106,75,64,15262.65,623.9
725,20240607,9,96,19182.9,1028.48
726,20250706,94,50,4509.07,1183.25
727,20240205,57,28,13156.76,171.46
728,20250604,45,107,8901.38,370.37
729,20241205,6,37,2720.1,1475.21
730,20230122,14,96,7055.0,110.09
731,20240418,31,32,7665.18,538.1
732,20230729,54,81,9342.21,1195.06
733,20231102,11,98,6214.15,542.83
734,20241204,69,35,11276.97,1247.19
735,20241117,95,57,12325.87,285.23
736,20231012,2,103,8549.52,1327.51
737,20241216,17,61,7781.16,761.79
738,20250201,36,85,13282.42,151.65
739,20250805,3,32,1556.97,972.63
740,20240116,63,98,17394.99,488.16
741,20240404,43,98,19505.33,1080.59
742,20251027,93,8,1578.53,1363.83
743,20230129,33,80,14329.01,217.11
744,20250625,78,35,5418.64,441.97
745,20251122,29,23,8885.36,647.56
746,20250528,23,86,5777.53,1443.87
747,20230320,59,95,4677.81,667.76
748,20250804,81,93,9099.18,258.59
749,20240403,49,38,7746.36,516.7
750,20240723,55,19,8802.93,127.04
751,20250107,75,54,16257.63,367.66
752,20240530,28,45,19583.65,953.61
753,20240201,71,36,3294.96,336.29
754,20230208,72,49,15009.89,1384.03
755,20250605,93,60,11207.47,1098.61
756,20250307,25,56,7773.85,1063.51
757,20230606,7,73,13381.18,726.12
758,20250602,86,64,17689.76,1192.47
759,20250831,73,62,13009.41,362.42
760,20251111,75,99,14220.86,720.77
761,20250428,34,59,3390.73,1491.35
762,20250117,91,1,14401.9,501.46
763,20250915,22,97,19729.44,667.19
764,20230121,67,81,19212.19,408.47
765,20231030,50,90,8479.28,206.17
766,20250518,48,77,17704.06,664.91
767,20230325,72,5,12031.64,303.37
768,20240723,70,19,2806.7,816.3
769,20250722,57,58,19574.92,1153.77
770,20251005,25,57,12457.16,1287.39
771,20250303,66,42,2564.56,335.22
772,20250302,16,73,11658.9,1362.29
773,20240506,58,6,14568.26,603.27
774,20230727,41,85,5126.55,727.04
775,20251219,51,113,13807.65,915.47
776,20240305,21,22,19335.69,308.64
777,20250911,79,53,5017.12,1278.28
778,20240603,56,57,10071.5,1205.06
779,20240813,98,103,6623.17,762.09
780,20251116,47,112,8064.1,544.63
781,20230718,43,51,16823.65,795.73
782,20240122,84,5,16559.0,1016.07
783,20231215,31,22,662.78,1080.47
784,20250817,15,114,2880.52,712.77
785,20241123,48,7,7305.65,137.17
786,20240113,62,64,6409.22,1098.24
787,20250617,92,57,2324.94,547.73
788,20250704,70,26,13909.32,1330.37
789,20240610,3,25,13032.58,690.32
790,20250103,38,69,5338.42,1214.02
791,20230725,87,32,7552.52,614.09
792,20240330,58,8,10015.31,619.18
793,20240604,67,9,1383.17,1167.59
794,20251013,45,54,3518.55,855.33
795,20250813,44,92,13112.95,458.88
796,20241226,8,20,9970.29,1275.29
797,20251010,66,68,12209.24,981.9
798,20240515,71,67,19479.43,988.23
799,20230427,61,44,15232.36,1197.3
800,20240121,17,41,19380.53,982.69
801,20240806,71,42,12023.55,461.38
802,20240130,97,11,528.59,114.46
803,20251223,36,112,2328.63,1204.13
804,20241221,68,93,14091.13,1440.32
805,20230313,80,43,6448.83,1107.17
806,20231001,21,86,8568.57,1256.6
807,20231204,82,8,13670.65,1309.29
808,20240829,46,46,7001.98,454.1
809,20230615,46,34,17536.29,599.62
810,20230111,92,95,8054.81,1127.58
811,20241229,16,68,1364.31,715.23
812,20250311,22,15,19692.07,991.61
813,20230412,6,18,10049.59,476.87
814,20250217,94,11,7335.57,1100.87
815,20230802,56,91,18033.66,931.81
816,20240205,45,19,17286.99,1440.69
817,20240810,58,114,1237.43,1392.9
818,20250607,28,73,16264.57,885.76
819,20251205,17,25,10054.4,452.36
820,20240814,36,22,13632.25,644.74
821,20230402,12,87,3346.12,1133.5
822,20241103,50,62,13515.65,690.25
823,20241214,59,37,4986.88,1251.17
824,20250724,12,10,2788.32,434.23
825,20230830,100,81,3125.89,1179.68
826,20230102,62,52,6348.77,1198.88
827,20230813,40,77,19837.18,357.95
828,20250311,93,68,1558.53,223.66
829,20240811,2,96,6952.83,941.95
830,20230426,93,28,10738.59,1184.49
831,20250706,94,30,4534.55,1412.77
832,20230713,100,46,19251.32,1055.49
833,20250520,25,40,9481.04,1056.42
834,20230331,85,21,14007.99,707.09
835,20230502,86,15,7519.36,543.61
836,20230523,74,3,4286.88,691.39
837,20250920,31,81,6420.42,1075.44
838,20230416,47,79,5953.71,1477.1
839,20250605,60,97,17027.24,1059.67
840,20240303,73,69,787.83,911.2
841,20231113,98,8,17926.04,676.39
842,20240926,41,9,8161.43,643.06
843,20230109,50,90,12528.19,705.09
844,20250212,23,2,16208.51,790.6
845,20230811,12,37,9489.27,705.98
846,20240706,71,100,2305.92,1324.35
847,20241216,96,12,11063.11,124.39
848,20230421,83,19,2870.8,887.77
849,20230908,22,27,16581.15,1281.81
850,20240118,56,24,13133.87,710.27
851,20230107,16,66,12046.81,1319.0
852,20240403,58,16,507.56,937.76
853,20230727,72,2,19221.42,488.04
854,20250618,94,21,3041.47,402.9
855,20230122,51,10,4077.51,161.71
856,20240214,6,58,19730.09,1085.15
857,20250613,2,106,2245.86,1011.12
858,20240529,62,17,14962.09,1196.06
859,20250319,98,76,2351.76,1438.07
860,20250523,93,7,14789.86,560.07
861,20230114,42,73,17843.01,439.34
862,20250828,43,46,7319.06,488.47
863,20250904,52,50,6591.21,877.1
864,20251010,58,10,18693.46,751.56
865,20251101,20,16,1955.68,225.36
866,20230328,56,1,7277.16,407.11
867,20250627,67,9,13232.1,877.78
868,20230502,59,13,13906.05,1464.4
869,20250119,48,61,9333.85,1169.45
870,20241115,35,48,17146.12,1476.16
871,20231105,8,16,17054.9,1109.47
872,20241125,76,98,16432.82,1482.24
873,20231015,32,41,3830.06,449.53
874,20231103,93,30,13110.33,1381.49
875,20250702,45,77,17094.18,1036.04
876,20241023,85,72,2338.31,937.25
877,20240702,67,55,5269.44,1082.21
878,20231108,27,11,19570.61,896.9
879,20250522,3,113,9506.57,604.47
880,20251218,57,52,10838.83,1238.98
881,20250712,65,95,7330.29,620.13
882,20250124,20,107,8147.72,702.88
883,20230204,71,75,17943.19,1204.13
884,20240320,41,48,4580.12,1463.67
885,20230403,1,7,5943.41,539.54
886,20231219,74,54,10262.8,1471.61
887,20250621,76,1,6556.15,1343.2
888,20250511,4,87,17906.35,377.34
889,20230608,71,32,12843.24,324.8
890,20250814,10,62,10322.97,1246.01
891,20230124,86,15,12279.35,193.13
892,20240208,89,82,886.68,1478.29
893,20250315,29,92,14964.22,387.35
894,20240530,15,61,7040.89,133.11
895,20250101,19,78,12359.81,1030.66
896,20240615,58,77,16727.51,897.53
897,20250813,53,56,7237.02,1375.71
898,20230601,46,34,1220.78,292.42
899,20250804,18,20,518.91,359.91
900,20240830,3,118,17266.71,1122.43
901,20240224,70,24,11157.26,647.31
902,20250515,22,28,13183.8,979.91
903,20240731,55,11,12137.44,148.82
904,20231201,64,115,3795.64,1230.56
905,20250720,41,92,1245.75,468.81
906,20231022,95,86,5242.43,846.18
907,20250124,85,30,19822.39,1072.04
908,20230705,8,38,8646.92,332.5
909,20240928,65,81,18539.01,210.39
910,20240613,3,86,5575.04,100.59
911,20230121,29,1,14450.12,180.87
912,20250629,70,84,1007.84,1375.25
913,20250516,97,69,755.71,826.96
914,20250304,18,33,9584.73,190.67
915,20230410,58,109,13157.2,1495.04
916,20250121,1,65,19263.7,226.75
917,20240422,22,44,1079.19,1385.44
918,20250728,95,64,19763.51,406.78
919,20240609,23,9,9700.33,1083.78
920,20231130,8,32,15444.49,426.55
921,20230102,29,54,13102.58,1488.93
922,20240110,44,26,5331.82,351.29
923,20231020,62,62,6984.43,590.9
924,20250416,19,109,12026.71,290.77
925,20251001,59,42,2379.21,792.82
926,20240706,80,48,15607.04,701.62
927,20231114,19,6,16091.89,1239.11
928,20240116,22,117,16502.38,1296.14
929,20230114,83,118,17047.41,1301.42
930,20240518,68,30,13937.28,151.45
931,20230819,5,104,15006.86,351.92
932,20230510,5,23,11979.44,994.74
933,20250417,25,103,4920.1,942.48
934,20250609,24,89,2119.35,1229.14
935,20230128,1,25,3981.82,1184.71
936,20230307,28,13,4265.58,402.04
937,20230918,47,25,15278.86,581.51
938,20240404,85,17,18981.1,891.96
939,20231028,60,108,16381.55,1307.86
940,20250707,19,27,19847.97,835.29
941,20231014,87,11,1351.37,1066.48
942,20251030,14,6,1125.69,639.88
943,20240921,70,79,13829.21,236.26
944,20230927,96,37,999.34,718.91
945,20240814,96,96,17869.17,323.44
946,20250423,8,112,9707.37,601.68
947,20250511,37,88,18525.95,524.24
948,20230513,86,75,5372.14,443.48
949,20250829,72,106,13026.96,1059.81
950,20240527,10,93,14131.56,381.21
951,20231109,67,72,6101.6,1047.91
952,20240729,13,120,7661.52,154.35
953,20250604,39,37,11253.3,1044.06
954,20241117,64,74,7981.03,159.54
955,20230614,30,59,10084.67,349.22
956,20231101,4,10,9392.11,804.48
957,20230605,45,1,13486.84,1483.07
958,20240911,6,109,2085.89,993.06
959,20250814,16,52,19154.17,104.79
960,20231130,22,87,2505.52,1186.23
961,20250826,91,18,7093.07,576.83
962,20240525,21,87,669.7,1488.94
963,20251109,93,5,16412.38,948.93
964,20231009,65,112,2693.99,1395.49
965,20250307,30,102,5930.6,168.44
966,20251021,24,118,9309.36,616.73
967,20230429,64,95,16957.52,502.38
968,20251124,13,117,15461.32,624.42
969,20230717,94,106,3423.57,526.62
970,20240429,26,103,9210.0,489.47
971,20251218,98,84,6988.33,773.73
972,20250416,20,93,18995.58,1192.69
973,20251005,61,48,17187.0,1005.25
974,20241121,6,33,3433.27,617.47
975,20251101,43,57,8877.85,925.38
976,20240504,49,103,9171.34,1369.74
977,20231003,9,96,19237.86,476.2
978,20241123,37,25,16007.51,800.76
979,20230830,16,44,16276.37,1376.29
980,20230506,4,91,7678.15,1123.48
981,20230805,32,87,14062.84,344.64
982,20251128,84,111,6744.66,1210.75
983,20240509,93,66,16578.46,1223.16
984,20240302,95,114,19221.67,1144.26
985,20250707,17,68,12397.45,934.12
986,20230531,41,25,10810.26,265.2
987,20240119,89,45,17513.63,756.93
988,20231104,45,23,18147.97,221.35
989,20250115,16,105,2258.81,826.47
990,20250610,20,100,14097.59,667.2
991,20240110,42,41,12755.04,108.28
992,20251028,10,87,4598.32,1188.8
993,20230509,52,120,2934.77,1011.07
994,20251011,60,33,6062.5,437.09
995,20241030,48,28,3795.2,998.86
996,20240531,23,8,5230.35,861.78
997,20230327,33,97,18393.41,811.36
998,20231107,77,29,18366.24,626.98
999,20240302,25,112,5444.04,160.82
1000,20230424,50,56,4441.3,1480.64
1001,20231030,100,15,9363.6,813.71
1002,20250113,88,15,13447.44,176.65
1003,20240810,70,37,3189.6,170.95
1004,20250913,79,19,16438.92,1177.39
1005,20231211,55,120,1934.75,582.62
1006,20250324,98,107,2710.44,700.37
1007,20250311,68,59,12909.74,961.38
1008,20251021,78,51,4482.18,102.93
1009,20251212,4,120,4966.63,822.29
1010,20251228,28,85,17589.11,1069.92
1011,20231227,29,120,7601.44,649.85
1012,20251006,82,35,18464.62,327.19
1013,20241204,84,90,2619.63,1292.78
1014,20240728,48,118,18667.31,656.22
1015,20241118,96,92,18336.97,1495.01
1016,20250219,72,86,11025.21,849.76
1017,20240807,13,36,15287.43,276.97
1018,20240811,43,53,9024.66,211.47
1019,20240503,9,80,15431.13,391.6
1020,20250828,40,12,5239.43,1352.9
1021,20240508,46,28,18111.33,788.99
1022,20230119,58,71,15875.12,1259.06
1023,20240201,97,33,14785.17,1039.16
1024,20250927,56,88,16194.64,1301.49
1025,20250430,12,75,7224.5,824.88
1026,20250401,25,79,4203.41,1246.67
1027,20240330,89,83,7418.89,1420.26
1028,20241225,16,55,1255.29,302.46
1029,20251224,51,79,5769.49,1495.79
1030,20241211,80,73,12342.38,1134.86
1031,20230523,99,77,17007.57,904.26
1032,20250705,87,50,18641.34,1489.1
1033,20250407,72,29,14582.39,333.34
1034,20240827,53,58,17891.11,1006.73
1035,20231101,52,26,6181.63,363.62
1036,20250105,67,23,13715.33,812.02
1037,20231018,24,17,19546.95,155.43
1038,20230412,86,5,12410.43,581.16
1039,20250516,14,59,8843.67,1322.64
1040,20250825,22,16,5622.32,1161.98
1041,20250831,98,103,6637.98,655.59
1042,20250421,100,94,4448.18,339.59
1043,20250819,31,21,14206.23,186.78
1044,20250730,85,5,14617.9,1434.23
1045,20251023,58,118,15701.14,705.37
1046,20230326,69,58,9615.15,1108.56
1047,20231124,19,26,3196.08,1371.48
1048,20250326,53,43,8727.55,1131.2
1049,20240329,85,112,15096.93,755.8
1050,20240920,2,94,17187.94,616.8
1051,20241026,53,59,2082.45,1322.37
1052,20230112,67,86,5256.03,546.45
1053,20231031,47,58,19258.28,558.0
1054,20250901,53,109,8923.39,1159.67
1055,20250221,57,2,1877.95,920.15
1056,20230212,94,44,4472.29,699.16
1057,20250801,98,76,16637.73,730.78
1058,20231209,25,106,15309.98,917.0
1059,20240512,35,91,4740.79,712.4
1060,20231230,29,26,2480.57,543.35
1061,20250609,76,109,2048.19,1368.52
1062,20240302,87,44,10243.4,808.95
1063,20251001,92,89,14063.47,378.05
1064,20230121,17,19,6812.85,330.39
1065,20240211,80,49,2181.0,502.68
1066,20240910,49,91,10094.05,1481.13
1067,20251011,56,112,4769.85,1394.55
1068,20231202,73,81,4027.99,228.93
1069,20240203,3,57,15605.73,217.99
1070,20250303,22,6,12285.85,634.57
1071,20241215,95,23,6644.41,818.53
1072,20230220,14,82,9480.72,525.02
1073,20231120,3,43,4866.5,1018.55
1074,20250227,38,44,11452.47,700.0
1075,20230521,87,113,15261.4,852.23
1076,20240414,21,66,8853.81,492.84
1077,20250225,51,45,7982.75,197.24
1078,20250821,24,19,5409.41,1068.98
1079,20251004,96,115,6807.69,1116.62
1080,20240108,45,120,7521.13,763.61
1081,20240508,69,4,6599.61,1307.29
1082,20250120,97,97,2261.0,528.74
1083,20231018,44,98,3382.41,1113.8
1084,20230416,47,96,19926.69,912.25
1085,20241031,57,57,7579.3,701.18
1086,20230102,19,82,16204.76,396.85
1087,20240811,34,108,14487.21,1025.12
1088,20241005,3,9,11501.14,324.06
1089,20230331,39,101,9271.36,1115.14
1090,20231216,92,48,13472.86,400.94
1091,20251128,75,36,11892.16,124.23
1092,20250627,60,116,14811.27,524.27
1093,20230608,10,67,19879.94,1309.79
1094,20250816,40,18,6640.55,140.23
1095,20231108,2,40,7012.03,187.35
1096,20240320,45,118,13938.45,847.29
1097,20231025,27,89,16968.32,105.76
1098,20250809,53,66,4203.99,994.09
1099,20230205,9,108,17166.37,974.11
1100,20240712,1,65,17980.44,409.55
1101,20250609,33,88,8199.82,709.04
1102,20230521,38,24,5697.8,1172.67
1103,20250605,57,53,8311.3,382.32
1104,20241226,33,114,4139.2,944.38
1105,20251115,48,42,1654.12,714.62
1106,20240604,3,53,16046.46,651.97
1107,20230110,32,104,11611.54,561.08
1108,20250910,77,62,10135.11,862.47
1109,20240113,21,62,4672.76,451.74
1110,20241112,68,68,11272.21,991.33
1111,20240806,17,114,8332.09,259.96
1112,20230601,42,35,10370.67,1301.72
1113,20241220,68,99,2270.43,1170.46
1114,20251208,84,57,18494.75,682.09
1115,20250508,12,61,15401.42,349.47
1116,20230219,90,12,14953.25,653.04
1117,20241025,45,115,11844.68,1043.88
1118,20240614,36,49,4939.28,612.61
1119,20251219,80,87,2519.96,215.33
1120,20250506,51,113,7547.31,252.76
1121,20230526,7,22,8549.68,1075.17
1122,20250703,33,90,15340.07,1299.52
1123,20250919,48,68,3388.55,1260.96
1124,20230830,66,71,16428.39,1142.05
1125,20240803,33,23,9136.39,1164.05
1126,20241117,78,95,16099.18,1472.95
1127,20240427,84,7,10147.04,318.38
1128,20241103,27,22,1504.99,863.46
1129,20240922,47,103,12357.48,468.01
1130,20241022,85,40,8830.38,422.39
1131,20241023,66,19,9456.41,673.01
1132,20250315,43,53,15760.46,571.27
1133,20240223,80,30,4840.2,1015.9
1134,20250914,19,26,1000.15,680.71
1135,20241011,68,41,6079.97,499.25
1136,20250826,10,120,3524.65,217.27
1137,20240812,22,22,7204.4,507.17
1138,20240523,76,61,4556.4,777.46
1139,20240316,66,73,2392.09,949.89
1140,20250709,2,46,16637.66,995.04
1141,20250208,98,58,4584.03,393.21
1142,20230920,18,29,7594.25,672.41
1143,20240928,80,96,536.54,664.39
1144,20240403,19,53,15548.22,120.88
1145,20250925,89,18,9533.92,1337.79
1146,20241130,30,31,17361.21,1043.47
1147,20231029,6,32,1530.16,1027.1
1148,20240707,27,9,3694.36,909.64
1149,20231015,15,94,5525.03,745.1
1150,20240912,31,37,17819.09,414.71
1151,20251002,44,96,7403.8,649.4
1152,20230205,86,8,4144.49,346.94
1153,20250113,76,24,16128.61,1241.64
1154,20231219,10,68,6395.31,395.35
1155,20230314,21,52,7317.75,488.16
1156,20241009,47,46,13265.05,117.8
1157,20251229,55,17,7984.43,624.2
1158,20240229,95,21,821.15,1093.73
1159,20250925,36,48,19788.54,349.57
1160,20241208,74,9,5153.81,815.91
1161,20240714,58,69,5265.08,1414.22
1162,20250407,19,5,3111.81,713.92
1163,20250813,87,94,3580.33,1212.52
1164,20240531,64,6,10288.44,1217.73
1165,20240303,10,102,18824.96,1013.15
1166,20230609,49,72,14095.41,612.51
1167,20230529,54,48,13322.78,1163.49
1168,20250214,61,46,7548.95,1415.93
1169,20230308,59,97,16355.53,480.99
1170,20251010,91,112,9730.39,802.21
1171,20240116,2,79,9421.66,940.44
1172,20230227,75,101,19892.94,932.14
1173,20231208,8,73,12374.43,683.41
1174,20241227,19,63,17429.53,861.04
1175,20250208,80,3,10729.1,178.19
1176,20240905,68,31,3653.72,190.19
1177,20231220,14,103,19751.57,1404.47
1178,20230426,22,7,13285.59,871.55
1179,20241023,17,16,3399.37,373.31
1180,20240328,63,92,14930.97,470.28
1181,20231014,26,99,9063.54,1085.5
1182,20251013,99,15,16536.58,1068.88
1183,20231107,36,7,5902.96,1021.38
1184,20230727,45,99,18875.25,449.92
1185,20240909,30,112,6296.16,1266.93
1186,20240321,21,95,19946.82,190.83
1187,20241031,20,38,14153.4,690.59
1188,20240924,42,8,19440.14,1169.06
1189,20230224,90,112,14621.14,433.56
1190,20250630,56,56,15206.12,436.62
1191,20251101,12,102,2866.88,101.88
1192,20241018,8,80,792.67,792.0
1193,20250906,99,98,2184.85,1386.06
1194,20240529,93,1,9026.86,817.75
1195,20230825,63,19,8340.56,1406.96
1196,20231214,56,78,4085.0,401.6
1197,20240918,7,19,1347.45,652.79
1198,20240921,62,87,13995.85,1488.23
1199,20231230,61,4,4358.13,1219.34
1200,20231117,10,64,19581.89,905.88
1201,20231013,50,98,2517.19,221.91
1202,20230529,20,2,7589.43,282.66
1203,20240210,28,76,9839.04,716.36
1204,20250904,14,23,4760.64,1240.9
1205,20240331,76,56,10315.16,1137.94
1206,20250310,8,107,2927.28,1296.35
1207,20251009,7,117,532.0,667.32
1208,20250222,5,82,14114.95,908.46
1209,20240404,1,96,16773.69,531.19
1210,20250107,73,51,11706.53,853.39
1211,20240523,82,81,4955.78,962.83
1212,20240425,10,31,8193.97,822.43
1213,20230424,58,58,12712.76,377.31
1214,20250118,65,36,1134.73,575.14
1215,20231227,60,119,2337.38,981.04
1216,20231207,20,90,19184.82,903.46
1217,20250208,58,12,13731.38,727.8
1218,20250130,43,35,14091.45,187.25
1219,20250826,29,80,2498.82,735.22
1220,20240324,2,4,5042.5,893.1
1221,20250414,26,28,8127.36,406.31
1222,20231107,75,102,4502.08,120.17
1223,20230919,89,33,16284.47,816.99
1224,20240210,98,101,12325.67,630.91
1225,20230523,59,74,4338.2,1065.8
1226,20231208,1,31,15532.7,276.12
1227,20230901,31,78,11044.04,858.49
1228,20240504,38,5,4553.1,1359.42
1229,20230112,22,10,16935.64,1395.62
1230,20240714,66,25,4594.3,1331.38
1231,20230211,47,41,13967.25,1222.65
1232,20241108,1,109,8298.23,1413.23
1233,20240816,88,17,15114.49,1456.39
1234,20230514,50,115,8757.5,498.2
1235,20251226,36,61,6089.04,782.83
1236,20251027,45,84,19239.61,1093.45
1237,20250805,36,60,15295.09,811.28
1238,20230314,34,33,16639.15,1370.53
1239,20240203,9,9,6601.33,1464.43
1240,20240731,76,50,7285.03,794.62
1241,20250508,84,31,3869.7,563.04
1242,20230510,4,5,9211.53,669.89
1243,20250719,79,46,19940.81,1050.02
1244,20230923,63,93,11994.99,1116.75
1245,20250303,4,115,14622.87,629.29
1246,20230910,5,111,14881.11,1284.93
1247,20250401,10,4,4454.52,276.42
1248,20230613,44,31,1592.54,133.31
1249,20230405,40,4,2871.09,1471.66
1250,20250412,36,18,14533.98,1388.43
1251,20231202,35,82,9387.95,528.07
1252,20250401,59,104,18141.25,1438.4
1253,20230826,65,34,7646.8,538.06
1254,20240116,82,48,2502.1,760.87
1255,20250617,31,63,19385.13,839.72
1256,20240427,46,14,8313.77,994.15
1257,20250620,49,90,17039.91,835.93
1258,20251114,6,87,1397.93,1376.0
1259,20240426,70,33,7507.26,883.85
1260,20250705,19,81,12090.55,142.19
1261,20250920,96,42,10719.83,347.26
1262,20250821,42,32,14690.09,1441.43
1263,20240620,30,112,17719.34,162.36
1264,20251101,26,99,15292.7,1158.53
1265,20230508,3,115,6547.25,1467.27
1266,20230402,33,43,19402.1,142.05
1267,20240626,50,57,18421.84,1303.93
1268,20250425,31,94,12785.71,1085.95
1269,20250915,84,15,10444.57,145.84
1270,20240322,68,50,10570.19,938.48
1271,20240125,96,116,14836.38,1382.6
1272,20241102,82,115,9926.78,723.31
1273,20230212,10,71,19736.01,1140.86
1274,20230911,22,63,14354.69,555.94
1275,20251219,63,70,5144.36,651.33
1276,20241024,54,9,13340.32,1064.0
1277,20240411,51,13,9946.5,142.83
1278,20231014,81,104,3617.18,1125.99
1279,20251007,4,18,10617.31,468.19
1280,20250216,37,35,17250.18,1287.8
1281,20231211,71,1,980.31,882.86
1282,20241003,63,88,17099.24,503.71
1283,20240117,51,114,13860.6,1055.26
1284,20241120,8,36,14650.41,1380.32
1285,20251215,1,114,17906.31,824.38
1286,20240401,8,80,18902.52,1306.92
1287,20250909,83,82,6255.23,1410.26
1288,20230324,81,67,18422.98,625.62
1289,20230529,55,46,4722.54,1261.09
1290,20230709,9,106,3315.32,1188.8
1291,20250601,51,37,11319.42,878.95
1292,20230920,16,72,18589.3,177.11
1293,20240204,53,82,1560.56,1224.57
